2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,,,,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m),,,,,
100.439,1.55,2,0.032,100.521,3.09,4.001,0.057,100.446,4.07,6.001,0.088,100.628,4.84,8.002,0.097,100.816,6.16,10.001,0.111,100.594,6.04,12,0.114,,,,,
100.787,1.55,2,0.032,100.898,3.08,4.001,0.057,100.822,4.07,6.001,0.088,100.976,4.84,8.001,0.097,101.165,6.15,10.001,0.111,100.943,6.05,12,0.114,,,,,
101.163,1.55,2,0.032,101.245,3.08,4.001,0.057,101.171,4.07,6.001,0.088,101.353,4.83,8.001,0.097,101.514,6.16,10.001,0.111,101.32,6.04,12,0.114,,,,,
101.512,1.55,2,0.032,101.595,3.08,4.001,0.056,101.52,4.07,6.001,0.088,101.7,4.83,8.001,0.097,101.89,6.15,10.001,0.111,101.669,6.04,12,0.114,,,,,
101.862,1.55,2,0.032,101.945,3.08,4,0.057,101.869,4.07,6.001,0.088,102.05,4.83,8.001,0.097,102.238,6.14,10.001,0.111,102.018,6.04,12,0.114,,,,,
102.213,1.55,2,0.032,102.293,3.08,4.001,0.057,102.218,4.07,6.001,0.088,102.4,4.83,8.001,0.097,102.588,6.15,10.001,0.111,102.366,6.04,12,0.114,,,,,
102.562,1.55,2,0.032,102.669,3.08,4.001,0.056,102.568,4.07,6.001,0.088,102.749,4.83,8.001,0.097,102.937,6.14,10.001,0.111,102.717,6.04,12,0.114,,,,,
102.937,1.55,2,0.032,103.019,3.08,4.001,0.057,102.945,4.07,6.001,0.088,103.124,4.83,8.001,0.097,103.287,6.13,10.001,0.111,103.066,6.03,12,0.114,,,,,
103.286,1.55,2,0.032,103.368,3.08,4.001,0.057,103.293,4.07,6.001,0.088,103.474,4.83,8.001,0.097,103.635,6.13,10.001,0.111,103.442,6.03,12,0.114,,,,,
103.636,1.55,2,0.032,103.718,3.08,4.001,0.057,103.642,4.07,6.001,0.088,103.823,4.83,8.001,0.097,104.012,6.12,10.001,0.111,103.791,6.01,12,0.113,,,,,
103.983,1.55,2,0.032,104.066,3.08,4.001,0.056,103.992,4.07,6.001,0.088,104.172,4.83,8.002,0.097,104.36,6.12,10.001,0.111,104.14,5.98,12,0.113,,,,,
104.359,1.55,2,0.032,104.444,3.08,4.001,0.057,104.341,4.06,6.001,0.088,104.521,4.82,8.001,0.097,104.709,6.12,10.001,0.111,104.49,5.98,12,0.113,,,,,
104.709,1.55,2,0.032,104.792,3.08,4.001,0.057,104.718,4.06,6.001,0.088,104.898,4.82,8.001,0.097,105.058,6.11,10.001,0.111,104.839,5.98,12,0.113,,,,,
105.058,1.55,2,0.032,105.142,3.08,4.001,0.057,105.067,4.06,6.001,0.088,105.246,4.82,8.002,0.097,105.434,6.11,10.001,0.111,105.199,5.98,12,0.113,,,,,
105.407,1.55,2,0.032,105.49,3.07,4.001,0.057,105.417,4.06,6.001,0.088,105.596,4.81,8.001,0.097,105.783,6.11,10.001,0.111,105.553,5.98,12,0.113,,,,,
105.756,1.55,2,0.032,105.84,3.08,4.001,0.056,105.765,4.05,6.001,0.088,105.945,4.81,8.001,0.097,106.133,6.1,10.001,0.11,105.914,5.98,12,0.113,,,,,
106.131,1.55,2,0.032,106.188,3.08,4.001,0.057,106.114,4.06,6.001,0.088,106.295,4.8,8.002,0.097,106.481,6.1,10.001,0.111,106.261,5.98,12,0.113,,,,,
106.481,1.55,2,0.032,106.538,3.08,4.001,0.057,106.489,4.05,6.001,0.088,106.643,4.8,8.002,0.097,106.831,6.1,10.001,0.11,106.612,5.98,12,0.113,,,,,
106.83,1.55,2,0.032,106.914,3.08,4.001,0.057,106.84,4.05,6.001,0.088,107.021,4.8,8.002,0.097,107.18,6.09,10.001,0.11,106.96,5.97,12,0.113,,,,,
107.179,1.55,2,0.032,107.263,3.08,4.001,0.057,107.188,4.05,6.001,0.088,107.371,4.8,8.002,0.097,107.557,6.09,10.001,0.11,107.335,5.97,12,0.113,,,,,
107.529,1.55,2,0.032,107.612,3.08,4.001,0.056,107.538,4.05,6.001,0.088,107.72,4.8,8.001,0.097,107.905,6.09,10.001,0.11,107.684,5.97,12,0.113,,,,,
107.878,1.55,2,0.032,107.961,3.08,4.001,0.056,107.884,4.05,6.001,0.088,108.068,4.79,8.001,0.097,108.255,6.09,10.001,0.11,108.033,5.97,12,0.113,,,,,
108.237,1.55,2,0.032,108.31,3.08,4.001,0.057,108.261,4.05,6.001,0.088,108.418,4.79,8.001,0.097,108.602,6.09,10.001,0.11,108.382,5.97,12,0.112,,,,,
108.594,1.55,2,0.032,108.685,3.08,4.001,0.056,108.612,4.05,6.001,0.088,108.793,4.79,8.001,0.096,108.954,6.08,10.001,0.11,108.76,5.97,12,0.112,,,,,
108.952,1.55,2,0.032,109.036,3.08,4.001,0.056,108.961,4.04,6.001,0.088,109.141,4.78,8.001,0.096,109.33,6.08,10.001,0.11,109.108,5.97,12,0.113,,,,,
109.302,1.55,2,0.032,109.384,3.08,4.001,0.057,109.31,4.04,6.001,0.088,109.491,4.78,8.002,0.096,109.679,6.08,10.001,0.11,109.457,5.96,12,0.113,,,,,
109.65,1.55,2,0.032,109.733,3.08,4.001,0.056,109.658,4.04,6.001,0.088,109.839,4.78,8.002,0.096,110.027,6.08,10.001,0.11,109.807,5.96,12,0.113,,,,,
110.001,1.55,2,0.032,110.081,3.07,4.001,0.057,110.034,4.04,6.001,0.087,110.189,4.78,8.001,0.096,110.377,6.07,10.001,0.11,110.156,5.96,12,0.112,,,,,
110.376,1.55,2,0.032,110.458,3.07,4.001,0.057,110.383,4.04,6.001,0.087,110.537,4.78,8.001,0.096,110.726,6.06,10.001,0.11,110.504,5.96,12,0.112,,,,,
110.726,1.55,2,0.032,110.807,3.07,4.001,0.057,110.734,4.04,6.001,0.088,110.913,4.77,8.001,0.096,111.101,6.06,10.001,0.11,110.881,5.95,12,0.113,,,,,
111.075,1.55,2,0.032,111.156,3.08,4.001,0.057,111.082,4.03,6.001,0.088,111.264,4.77,8.001,0.096,111.452,6.06,10.001,0.11,111.231,5.95,12,0.112,,,,,
111.424,1.55,2,0.032,111.505,3.07,4.001,0.057,111.432,4.03,6.001,0.087,111.613,4.77,8.002,0.096,111.8,6.05,10.001,0.11,111.58,5.94,12,0.113,,,,,
111.773,1.55,2,0.032,111.883,3.07,4.001,0.057,111.781,4.03,6.001,0.087,111.961,4.77,8.002,0.096,112.151,6.05,10.001,0.11,111.928,5.95,12,0.112,,,,,
112.148,1.55,2,0.032,112.231,3.07,4.001,0.056,112.14,4.03,6.001,0.087,112.336,4.77,8.002,0.096,112.499,6.05,10.001,0.11,112.277,5.94,12,0.112,,,,,
112.498,1.55,2,0.032,112.58,3.07,4,0.057,112.497,4.03,6.001,0.087,112.686,4.77,8.001,0.096,112.874,6.05,10.001,0.109,112.627,5.94,12,0.112,,,,,
112.847,1.55,2,0.032,112.929,3.07,4.001,0.056,112.865,4.02,6.001,0.087,113.036,4.77,8.001,0.096,113.224,6.05,10.001,0.109,113.004,5.94,12,0.112,,,,,
113.195,1.55,2,0.032,113.278,3.07,4.001,0.057,113.258,4.02,6.001,0.087,113.384,4.76,8.001,0.096,113.572,6.04,10.001,0.11,113.354,5.94,12,0.112,,,,,
113.545,1.55,2,0.032,113.627,3.07,4.001,0.057,113.608,4.03,6.001,0.087,113.733,4.75,8.001,0.096,113.921,6.04,10.001,0.109,113.702,5.94,12,0.112,,,,,
113.92,1.55,2,0.032,114.004,3.07,4.001,0.056,113.956,4.02,6.001,0.087,114.084,4.76,8.001,0.096,114.27,6.03,10.001,0.109,114.053,5.94,12,0.112,,,,,
114.269,1.55,2,0.032,114.352,3.07,4.001,0.056,114.305,4.01,6.001,0.087,114.459,4.76,8.001,0.096,114.647,6.03,10.001,0.109,114.402,5.93,12,0.112,,,,,
114.619,1.55,2,0.032,114.703,3.07,4.001,0.057,114.654,4.02,6.001,0.087,114.809,4.76,8.001,0.095,114.995,6.03,10.001,0.109,114.75,5.93,12,0.112,,,,,
114.968,1.55,2,0.032,115.052,3.07,4,0.056,115.03,4.01,6.001,0.087,115.157,4.76,8.002,0.096,115.345,6.03,10.001,0.109,115.127,5.92,12,0.112,,,,,
115.316,1.55,2,0.032,115.401,3.07,4.001,0.056,115.379,4.01,6.001,0.087,115.507,4.75,8.001,0.096,115.694,6.03,10.001,0.109,115.476,5.92,12,0.112,,,,,
115.694,1.55,2,0.032,115.778,3.07,4.001,0.056,115.728,4.01,6.001,0.087,115.857,4.75,8.001,0.096,116.043,6.02,10.001,0.109,115.824,5.92,12,0.111,,,,,
116.042,1.55,2,0.032,116.127,3.07,4.001,0.056,116.078,4.01,6.001,0.087,116.204,4.75,8.001,0.096,116.419,6.02,10.001,0.109,116.175,5.92,12,0.112,,,,,
116.391,1.55,2,0.032,116.475,3.07,4.001,0.056,116.427,4.01,6.001,0.087,116.582,4.75,8.001,0.096,116.769,6.02,10.001,0.109,116.522,5.92,12,0.112,,,,,
116.74,1.55,2,0.032,116.824,3.07,4.001,0.056,116.776,4.01,6.001,0.087,116.93,4.74,8.001,0.096,117.118,6.02,10.001,0.109,116.899,5.92,12,0.112,,,,,
117.089,1.55,2,0.032,117.173,3.07,4.001,0.056,117.152,4.01,6.001,0.087,117.28,4.75,8.001,0.096,117.466,6.01,10.001,0.109,117.247,5.91,12,0.112,,,,,
117.467,1.55,2,0.032,117.548,3.07,4.001,0.056,117.502,4.01,6.001,0.087,117.628,4.74,8.001,0.096,117.816,6.01,10.001,0.109,117.597,5.91,12,0.111,,,,,
117.814,1.55,2,0.032,117.898,3.07,4.001,0.056,117.851,4.01,6.001,0.087,117.977,4.74,8.001,0.096,118.165,6.01,10.001,0.109,117.946,5.91,12,0.112,,,,,
118.164,1.55,2,0.032,118.246,3.07,4.001,0.056,118.199,4,6.001,0.087,118.353,4.74,8.002,0.096,118.541,6.01,10.001,0.109,118.321,5.87,12,0.11,,,,,
118.512,1.55,2,0.032,118.597,3.07,4.001,0.056,118.55,4.01,6.001,0.087,118.702,4.74,8.001,0.095,118.89,6.01,10.001,0.109,118.671,5.88,12,0.111,,,,,
118.863,1.55,2,0.032,118.946,3.07,4.001,0.056,118.925,4.01,6.001,0.087,119.052,4.73,8.001,0.095,119.241,6,10.001,0.109,119.02,5.88,12,0.111,,,,,
119.21,1.55,2,0.032,119.32,3.07,4.001,0.056,119.275,4,6.001,0.087,119.399,4.73,8.001,0.096,119.59,6,10.001,0.109,119.37,5.88,12,0.111,,,,,
119.587,1.55,2,0.032,119.671,3.07,4.001,0.056,119.623,4,6.001,0.087,119.775,4.73,8.001,0.096,119.938,5.99,10.001,0.108,119.719,5.88,12,0.11,,,,,
119.938,1.55,2,0.032,120.02,3.07,4,0.057,119.973,4,6.001,0.087,120.125,4.73,8.001,0.095,120.298,5.99,10.001,0.108,120.067,5.88,12,0.11,,,,,
120.287,1.55,2,0.032,120.369,3.07,4.001,0.056,120.322,4,6.001,0.087,120.474,4.73,8.001,0.095,120.653,5.99,10.001,0.108,120.444,5.88,12,0.11,,,,,
120.636,1.55,2,0.032,120.717,3.07,4.001,0.056,120.671,4,6.001,0.087,120.823,4.73,8.002,0.095,121.012,5.98,10.001,0.108,120.792,5.88,12,0.11,,,,,
120.985,1.55,2,0.032,121.094,3.07,4.001,0.056,121.047,4,6.001,0.087,121.173,4.72,8.001,0.095,121.361,5.98,10.001,0.108,121.142,5.88,12,0.11,,,,,
121.361,1.55,2,0.032,121.443,3.07,4.001,0.056,121.395,4,6.001,0.087,121.521,4.72,8.002,0.095,121.711,5.98,10.001,0.108,121.491,5.88,12,0.11,,,,,
121.71,1.55,2,0.032,121.791,3.07,4.001,0.056,121.745,4,6.001,0.087,121.897,4.72,8.002,0.095,122.09,5.98,10.001,0.108,121.841,5.87,12,0.111,,,,,
122.06,1.55,2,0.032,122.14,3.07,4.001,0.056,122.094,3.99,6.001,0.087,122.251,4.72,8.002,0.095,122.452,5.98,10.001,0.108,122.189,5.87,12,0.11,,,,,
122.412,1.55,2,0.032,122.494,3.06,4.001,0.056,122.476,3.99,6.001,0.087,122.65,4.7,8.002,0.095,122.809,5.98,10.001,0.108,122.572,5.87,12,0.11,,,,,
122.812,1.55,2,0.032,122.866,3.07,4.001,0.056,122.836,3.99,6.001,0.087,123.016,4.7,8.002,0.095,123.187,5.97,10.001,0.108,122.931,5.87,12,0.11,,,,,
123.16,1.55,2,0.032,123.213,3.07,4.001,0.056,123.194,3.99,6.001,0.087,123.374,4.71,8.002,0.095,123.535,5.97,10.001,0.108,123.29,5.87,12,0.11,,,,,
123.509,1.55,2,0.032,123.564,3.06,4,0.056,123.555,3.99,6.001,0.087,123.749,4.71,8.002,0.095,123.884,5.97,10.001,0.108,123.666,5.87,12,0.11,,,,,
123.858,1.55,2,0.032,123.913,3.06,4.001,0.056,123.91,3.99,6.001,0.087,124.098,4.7,8.002,0.095,124.233,5.97,10.001,0.108,124.015,5.86,12,0.11,,,,,
124.207,1.55,2,0.032,124.263,3.06,4.001,0.056,124.268,3.99,6.001,0.087,124.448,4.7,8.001,0.094,124.583,5.97,10.001,0.108,124.364,5.86,12,0.11,,,,,
124.584,1.55,2,0.032,124.61,3.06,4.001,0.056,124.619,3.99,6.001,0.087,124.798,4.7,8.002,0.095,124.942,5.96,10.001,0.108,124.712,5.85,12,0.11,,,,,
124.932,1.55,2,0.032,124.988,3.06,4.001,0.056,124.966,3.99,6.001,0.086,125.148,4.7,8.002,0.095,125.298,5.97,10.001,0.108,125.062,5.85,12,0.11,,,,,
125.281,1.55,2,0.032,125.337,3.06,4.001,0.056,125.319,3.98,6.001,0.087,125.496,4.7,8.002,0.095,125.658,5.95,10.001,0.108,125.437,5.85,12,0.11,,,,,
125.63,1.55,2,0.032,125.685,3.06,4.001,0.056,125.693,3.99,6.001,0.087,125.872,4.7,8.002,0.095,126.006,5.95,10.001,0.108,125.788,5.85,12,0.11,,,,,
125.98,1.55,2,0.032,126.034,3.06,4,0.056,126.043,3.98,6.001,0.087,126.222,4.7,8.002,0.095,126.356,5.95,10.001,0.108,126.137,5.85,12,0.109,,,,,
126.355,1.54,2,0.032,126.384,3.06,4.001,0.056,126.392,3.98,6.001,0.087,126.572,4.69,8.002,0.095,126.731,5.94,10.001,0.107,126.485,5.85,12,0.11,,,,,
126.704,1.55,2,0.032,126.759,3.06,4.001,0.056,126.741,3.98,6.001,0.086,126.92,4.69,8.002,0.095,127.081,5.94,10.001,0.107,126.834,5.84,12,0.11,,,,,
127.052,1.54,2,0.032,127.107,3.06,4.001,0.056,127.09,3.98,6.001,0.086,127.27,4.69,8.002,0.094,127.428,5.93,10.001,0.107,127.212,5.84,12,0.11,,,,,
127.403,1.55,2,0.032,127.458,3.06,4.001,0.056,127.464,3.98,6.001,0.087,127.645,4.68,8.002,0.094,127.779,5.94,10.001,0.108,127.56,5.84,12,0.11,,,,,
127.752,1.55,2,0.032,127.807,3.06,4.001,0.056,127.814,3.98,6.001,0.086,127.995,4.69,8.002,0.095,128.128,5.93,10.001,0.108,127.91,5.83,12,0.11,,,,,
128.127,1.55,2,0.032,128.156,3.06,4.001,0.056,128.163,3.97,6.001,0.086,128.343,4.69,8.002,0.095,128.503,5.93,10.001,0.107,128.259,5.83,12,0.109,,,,,
128.476,1.55,2,0.032,128.532,3.06,4.001,0.056,128.513,3.98,6.001,0.086,128.693,4.68,8.002,0.095,128.853,5.93,10.001,0.107,128.608,5.83,12,0.11,,,,,
128.826,1.55,2,0.032,128.881,3.06,4.001,0.056,128.861,3.97,6.001,0.086,129.041,4.68,8.002,0.094,129.203,5.93,10.001,0.107,128.956,5.83,12,0.109,,,,,
129.175,1.54,2,0.032,129.23,3.06,4.001,0.056,129.237,3.97,6.001,0.086,129.417,4.68,8.002,0.094,129.552,5.93,10.001,0.107,129.333,5.83,12,0.11,,,,,
129.524,1.54,2,0.032,129.579,3.06,4.001,0.056,129.586,3.97,6.001,0.086,129.767,4.68,8.002,0.094,129.9,5.92,10.001,0.107,129.682,5.83,12,0.109,,,,,
129.9,1.54,2,0.032,129.928,3.06,4.001,0.056,129.935,3.97,6.001,0.086,130.115,4.68,8.002,0.094,130.277,5.92,10.001,0.107,130.031,5.82,12,0.109,,,,,
130.249,1.54,2,0.032,130.305,3.06,4.001,0.056,130.285,3.97,6.001,0.086,130.466,4.67,8.002,0.094,130.626,5.92,10.001,0.107,130.381,5.82,12,0.109,,,,,
130.598,1.54,2,0.032,130.653,3.06,4.001,0.056,130.634,3.97,6.001,0.086,130.813,4.67,8.001,0.094,130.974,5.91,10.001,0.107,130.732,5.82,12,0.109,,,,,
130.947,1.54,2,0.032,131.002,3.05,4.001,0.056,131.01,3.97,6.001,0.086,131.189,4.67,8.002,0.094,131.324,5.91,10.001,0.107,131.08,5.81,12,0.109,,,,,
131.297,1.54,2,0.032,131.353,3.06,4.001,0.056,131.359,3.97,6.001,0.086,131.537,4.67,8.002,0.094,131.673,5.91,10.001,0.107,131.455,5.82,12,0.109,,,,,
131.673,1.55,2,0.032,131.702,3.05,4.001,0.056,131.707,3.97,6.001,0.086,131.888,4.67,8.002,0.094,132.033,5.9,10.001,0.107,131.806,5.81,12,0.108,,,,,
132.022,1.54,2,0.032,132.051,3.05,4.001,0.056,132.057,3.97,6.001,0.086,132.237,4.66,8.002,0.094,132.415,5.91,10.001,0.107,132.154,5.78,12,0.109,,,,,
132.371,1.54,2,0.032,132.427,3.05,4.001,0.056,132.406,3.97,6.001,0.086,132.585,4.66,8.002,0.094,132.774,5.9,10.001,0.107,132.504,5.79,12,0.108,,,,,
132.719,1.54,2,0.032,132.774,3.05,4.001,0.057,132.783,3.96,6.001,0.086,132.961,4.66,8.002,0.094,133.151,5.9,10.001,0.107,132.852,5.79,12,0.108,,,,,
133.069,1.54,2,0.032,133.126,3.05,4.001,0.056,133.132,3.96,6.001,0.086,133.311,4.66,8.002,0.094,133.499,5.89,10.001,0.106,133.227,5.78,12,0.108,,,,,
133.446,1.54,2,0.032,133.474,3.06,4.001,0.056,133.481,3.96,6.001,0.086,133.661,4.66,8.002,0.094,133.849,5.89,10.001,0.106,133.576,5.78,12,0.108,,,,,
133.794,1.54,2,0.032,133.823,3.06,4.001,0.057,133.83,3.96,6.001,0.086,134.009,4.65,8.002,0.094,134.197,5.88,10.001,0.106,133.926,5.79,12,0.108,,,,,
134.143,1.54,2,0.032,134.2,3.06,4.001,0.056,134.18,3.96,6.001,0.086,134.358,4.65,8.002,0.094,134.547,5.88,10.001,0.107,134.276,5.78,12,0.108,,,,,
134.492,1.55,2,0.032,134.549,3.05,4.001,0.056,134.529,3.96,6.001,0.086,134.708,4.65,8.002,0.094,134.922,5.87,10.001,0.107,134.635,5.78,12,0.108,,,,,
134.842,1.55,2,0.032,134.898,3.05,4.001,0.056,134.879,3.96,6.001,0.086,135.067,4.65,8.002,0.094,135.271,5.88,10.001,0.106,135.016,5.78,12,0.108,,,,,
135.217,1.54,2,0.032,135.247,3.05,4.001,0.056,135.255,3.96,6.001,0.086,135.422,4.65,8.002,0.094,135.62,5.87,10.001,0.106,135.377,5.78,12,0.108,,,,,
135.567,1.54,2,0.032,135.597,3.05,4.001,0.056,135.604,3.96,6.001,0.086,135.782,4.65,8.002,0.094,135.97,5.87,10.001,0.106,135.724,5.77,12,0.108,,,,,
135.914,1.54,2,0.032,135.972,3.05,4.001,0.056,135.953,3.96,6.001,0.086,136.132,4.65,8.002,0.093,136.319,5.87,10.001,0.106,136.103,5.77,12,0.108,,,,,
136.265,1.54,2,0.032,136.321,3.05,4.001,0.056,136.302,3.96,6.001,0.086,136.48,4.63,8.002,0.094,136.695,5.86,10.001,0.106,136.452,5.77,12,0.108,,,,,
136.614,1.54,2,0.032,136.669,3.05,4.001,0.056,136.651,3.96,6.001,0.086,136.83,4.63,8.001,0.093,137.044,5.86,10.001,0.106,136.8,5.77,12,0.108,,,,,
136.988,1.54,2,0.032,137.02,3.05,4,0.056,137.025,3.95,6.001,0.086,137.206,4.63,8.001,0.093,137.392,5.86,10.001,0.106,137.149,5.77,12,0.108,,,,,
137.339,1.55,2,0.032,137.368,3.05,4.001,0.056,137.376,3.95,6.001,0.086,137.555,4.63,8.002,0.093,137.742,5.86,10.001,0.106,137.499,5.77,12,0.108,,,,,
137.688,1.54,2,0.032,137.743,3.05,4.001,0.056,137.725,3.95,6.001,0.086,137.904,4.63,8.002,0.093,138.091,5.86,10.001,0.106,137.859,5.77,12,0.108,,,,,
138.038,1.54,2,0.032,138.092,3.05,4.001,0.056,138.075,3.95,6.001,0.086,138.332,4.62,8.001,0.093,138.44,5.86,10.001,0.106,138.214,5.77,12,0.108,,,,,
138.387,1.54,2,0.032,138.441,3.05,4.001,0.056,138.423,3.95,6.001,0.086,138.682,4.62,8.002,0.093,138.817,5.86,10.001,0.106,138.573,5.77,12,0.108,,,,,
138.763,1.54,2,0.031,138.791,3.05,4.001,0.056,138.799,3.95,6.001,0.086,139.042,4.62,8.001,0.093,139.164,5.85,10.001,0.106,138.922,5.76,12,0.108,,,,,
139.112,1.54,2,0.031,139.14,3.05,4.001,0.056,139.147,3.95,6.001,0.086,139.397,4.62,8.001,0.093,139.515,5.85,10.001,0.106,139.271,5.76,12,0.108,,,,,
139.461,1.55,2,0.032,139.515,3.05,4.001,0.056,139.498,3.95,6.001,0.086,139.756,4.62,8.001,0.093,139.863,5.85,10.001,0.106,139.619,5.76,12,0.107,,,,,
139.81,1.54,2,0.032,139.865,3.05,4.001,0.056,139.847,3.94,6.001,0.086,140.108,4.62,8.001,0.093,140.213,5.85,10.001,0.106,139.996,5.76,12,0.108,,,,,
140.159,1.54,2,0.032,140.214,3.05,4.001,0.056,140.196,3.94,6.001,0.086,140.455,4.62,8.002,0.093,140.572,5.84,10.001,0.106,140.345,5.76,12,0.108,,,,,
140.508,1.54,2,0.031,140.564,3.05,4.001,0.056,140.572,3.94,6.001,0.085,140.805,4.61,8.001,0.093,140.927,5.84,10.001,0.106,140.695,5.75,12,0.107,,,,,
140.867,1.54,2,0.032,140.912,3.05,4.001,0.056,140.921,3.94,6.001,0.086,141.181,4.62,8.001,0.093,141.288,5.84,10.001,0.106,141.044,5.75,12,0.107,,,,,
141.224,1.54,2,0.032,141.289,3.05,4,0.056,141.27,3.94,6.001,0.086,141.53,4.61,8.001,0.093,141.637,5.84,10.001,0.106,141.419,5.75,12,0.108,,,,,
141.583,1.54,2,0.032,141.636,3.05,4.001,0.056,141.62,3.94,6.001,0.086,141.88,4.62,8.001,0.093,141.986,5.84,10.001,0.105,141.77,5.75,12,0.107,,,,,
141.932,1.54,2,0.032,141.987,3.05,4.001,0.056,141.968,3.94,6.001,0.085,142.229,4.61,8.001,0.093,142.336,5.83,10.001,0.105,142.117,5.74,12,0.108,,,,,
142.281,1.54,2,0.032,142.336,3.05,4.001,0.056,142.346,3.94,6.001,0.086,142.577,4.61,8.001,0.093,142.694,5.83,10.001,0.105,142.467,5.74,12,0.107,,,,,
142.632,1.55,2,0.032,142.686,3.04,4.001,0.056,142.693,3.93,6.001,0.085,142.928,4.61,8.001,0.093,143.05,5.83,10.001,0.105,142.816,5.74,12,0.107,,,,,
143.008,1.54,2,0.032,143.034,3.05,4.001,0.056,143.044,3.93,6.001,0.085,143.303,4.61,8.002,0.093,143.409,5.83,10.001,0.105,143.165,5.74,12,0.107,,,,,
143.356,1.54,2,0.032,143.41,3.05,4.001,0.056,143.391,3.93,6.001,0.086,143.652,4.61,8.001,0.093,143.758,5.82,10.001,0.105,143.541,5.74,12,0.107,,,,,
143.706,1.54,2,0.031,143.76,3.04,4.001,0.056,143.742,3.93,6.001,0.085,144,4.6,8.001,0.093,144.134,5.83,10.001,0.105,143.89,5.73,12,0.107,,,,,
144.055,1.54,2,0.032,144.109,3.05,4,0.056,144.091,3.93,6.001,0.085,144.35,4.6,8.001,0.093,144.482,5.82,10.001,0.105,144.241,5.73,12,0.107,,,,,
144.405,1.54,2,0.032,144.458,3.05,4.001,0.056,144.467,3.93,6.001,0.085,144.726,4.61,8.001,0.093,144.832,5.82,10.001,0.105,144.589,5.73,12,0.107,,,,,
144.779,1.54,2,0.031,144.806,3.05,4.001,0.056,144.818,3.93,6.001,0.085,145.075,4.61,8.001,0.093,145.181,5.82,10.001,0.104,144.939,5.73,12,0.107,,,,,
145.129,1.54,2,0.032,145.183,3.05,4.001,0.056,145.165,3.93,6.001,0.085,145.424,4.61,8.001,0.093,145.531,5.8,10.001,0.104,145.287,5.73,12,0.107,,,,,
145.477,1.54,2,0.032,145.531,3.05,4,0.056,145.515,3.93,6.001,0.085,145.773,4.58,8.001,0.092,145.879,5.81,10.001,0.104,145.664,5.73,12,0.107,,,,,
145.826,1.54,2,0.032,145.881,3.04,4,0.056,145.864,3.93,6.001,0.085,146.122,4.59,8.001,0.093,146.24,5.8,10.001,0.105,146.013,5.72,12,0.107,,,,,
146.176,1.54,2,0.032,146.231,3.04,4.001,0.056,146.239,3.93,6.001,0.085,146.471,4.58,8.001,0.093,146.621,5.8,10.001,0.104,146.362,5.72,12,0.107,,,,,
146.551,1.54,2,0.032,146.606,3.04,4.001,0.056,146.588,3.93,6.001,0.085,146.848,4.59,8.001,0.093,146.982,5.8,10.001,0.104,146.712,5.72,12,0.107,,,,,
146.9,1.54,2,0.031,146.955,3.04,4.001,0.056,146.938,3.93,6.001,0.085,147.197,4.59,8.002,0.093,147.341,5.8,10.001,0.104,147.061,5.72,12,0.107,,,,,
147.249,1.54,2,0.031,147.305,3.04,4.001,0.056,147.286,3.92,6.001,0.085,147.546,4.58,8.001,0.093,147.697,5.8,10.001,0.104,147.437,5.72,12,0.107,,,,,
147.599,1.54,2,0.031,147.653,3.04,4.001,0.056,147.662,3.92,6.001,0.085,147.895,4.59,8.002,0.093,148.056,5.79,10.001,0.104,147.785,5.72,12,0.107,,,,,
147.948,1.54,2,0.032,148.003,3.04,4.001,0.056,148.011,3.92,6.001,0.085,148.243,4.59,8.001,0.092,148.406,5.79,10.001,0.104,148.135,5.71,12,0.107,,,,,
148.307,1.54,2,0.032,148.352,3.04,4.001,0.056,148.361,3.92,6.001,0.085,148.603,4.58,8.001,0.092,148.755,5.79,10.001,0.104,148.485,5.71,12,0.106,,,,,
148.69,1.54,2,0.032,148.728,3.04,4.001,0.056,148.709,3.92,6.001,0.085,148.961,4.59,8.001,0.093,149.104,5.79,10.001,0.104,148.834,5.71,12,0.107,,,,,
149.048,1.54,2,0.032,149.077,3.04,4.001,0.056,149.058,3.92,6.001,0.085,149.317,4.58,8.001,0.092,149.464,5.78,10.001,0.104,149.183,5.71,12,0.107,,,,,
149.424,1.54,2,0.031,149.426,3.04,4.001,0.056,149.433,3.92,6.001,0.085,149.667,4.58,8.001,0.093,149.817,5.79,10.001,0.104,149.559,5.7,12,0.106,,,,,
149.774,1.54,2,0.032,149.776,3.04,4.001,0.056,149.784,3.92,6.001,0.085,150.016,4.58,8.001,0.092,150.178,5.79,10.001,0.104,149.908,5.7,12,0.106,,,,,
150.124,1.54,2,0.032,150.124,3.04,4.001,0.056,150.132,3.92,6.001,0.085,150.365,4.58,8.001,0.092,150.526,5.79,10.001,0.104,150.258,5.7,12,0.107,,,,,
150.473,1.54,2,0.031,150.474,3.04,4.001,0.056,150.482,3.91,6.001,0.085,150.742,4.58,8.001,0.092,150.902,5.78,10.001,0.103,150.606,5.7,12,0.107,,,,,
